Id,MSSubClass,LotArea,Alley,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,GrLivArea,BsmtFullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageFinish,GarageCars,GarageArea,PoolQC,MiscFeature,MoSold,YrSold
1068,60,9760,NA,NAmes,6,6,1964,1964,674,0,780,1611,1,4,1,7,0,RFn,2,442,NA,NA,6,2008
1069,160,3964,NA,MeadowV,6,4,1973,1973,837,105,942,2521,1,5,1,10,1,Fin,2,576,NA,NA,6,2006
1070,45,9600,NA,NAmes,5,7,1949,2003,220,625,845,893,0,2,1,4,0,Unf,2,576,NA,NA,5,2007
1071,20,10152,NA,NAmes,5,5,1956,1956,586,462,1048,1048,1,3,1,6,0,Unf,1,286,NA,NA,6,2007
1072,60,11700,NA,NWAmes,6,6,1968,1968,298,429,727,1556,0,4,1,8,0,Unf,2,441,NA,NA,5,2009
1073,50,7585,NA,Edwards,5,3,1948,1950,0,810,810,1456,1,4,1,7,1,Unf,1,280,NA,NA,8,2006
1074,60,7950,NA,Edwards,6,6,1977,1977,535,155,690,1426,0,3,1,6,0,Fin,2,440,NA,NA,7,2009
1075,20,8556,NA,CollgCr,7,5,2006,2006,0,1240,1240,1240,0,2,1,5,0,RFn,3,826,NA,NA,5,2007
1076,70,13125,NA,Crawfor,7,6,1940,1984,410,390,800,1740,0,3,1,6,2,Unf,1,240,NA,NA,7,2007
1077,50,10800,Grvl,OldTown,5,8,1936,1989,626,170,796,1466,0,3,1,7,1,Unf,2,566,NA,Shed,4,2006
1078,20,15870,NA,NAmes,5,5,1969,1969,75,230,1096,1096,1,3,1,6,0,Fin,1,299,NA,NA,3,2006
1079,120,4435,NA,CollgCr,6,5,2004,2004,662,186,848,848,1,1,1,3,1,RFn,2,420,NA,NA,5,2006
1080,20,8775,NA,CollgCr,5,5,1994,1994,495,495,990,990,0,3,1,5,0,Unf,1,299,NA,NA,4,2007
1081,20,11040,NA,NWAmes,6,7,1971,2004,656,602,1258,1258,0,3,1,5,0,RFn,2,528,NA,NA,10,2008
1082,20,7500,NA,Sawyer,5,5,1963,1963,824,216,1040,1040,1,3,1,5,0,Fin,1,308,NA,NA,6,2010
1083,20,8749,NA,CollgCr,7,5,2002,2002,0,1459,1459,1459,0,3,1,6,1,RFn,2,527,NA,NA,9,2007
1084,20,8800,NA,NAmes,6,6,1964,1964,553,698,1251,1251,1,3,1,6,2,RFn,1,461,NA,Shed,3,2006
1085,60,13031,NA,Gilbert,6,5,1995,1996,592,99,691,1498,0,3,1,6,1,Fin,2,409,NA,NA,7,2006
1086,85,9069,NA,SawyerW,6,6,1992,1992,747,189,936,996,1,2,1,5,0,Unf,2,564,NA,NA,4,2010
1087,160,1974,NA,MeadowV,4,5,1973,1973,334,212,546,1092,0,3,1,6,0,RFn,1,286,NA,NA,5,2010
1088,60,10574,NA,Somerst,8,5,2005,2006,0,1082,1082,1953,0,3,1,9,1,RFn,3,1043,NA,NA,5,2009
1089,160,2522,NA,Edwards,7,5,2004,2004,0,970,970,1709,0,3,1,7,0,Unf,2,380,NA,NA,4,2006
1090,120,3316,Pave,Somerst,8,5,2005,2005,1039,208,1247,1247,1,1,1,4,1,Fin,2,550,NA,NA,4,2006
1091,90,8544,NA,NAmes,3,4,1950,1950,0,0,0,1040,0,2,2,6,0,Unf,2,400,NA,NA,6,2009
1092,160,2160,Pave,Somerst,7,5,1999,2000,510,90,600,1252,1,2,1,4,0,Unf,2,462,NA,NA,3,2008
1093,50,8400,NA,SWISU,6,5,1925,1950,423,758,1181,1694,0,4,1,7,1,Unf,2,576,NA,NA,6,2008
1094,20,9230,NA,NAmes,5,8,1965,1998,661,203,864,1200,1,1,1,6,0,Unf,2,884,NA,NA,10,2006
1095,20,5868,NA,NAmes,5,7,1956,2000,248,448,936,936,1,2,1,4,0,Fin,1,308,NA,NA,5,2010
1096,20,9317,NA,CollgCr,6,5,2006,2006,24,1290,1314,1314,0,3,1,6,1,RFn,2,440,NA,NA,3,2007
1097,70,6882,NA,IDOTRR,6,7,1914,2006,0,684,684,1355,0,3,1,7,0,NA,0,0,NA,NA,3,2007
1098,120,3696,NA,StoneBr,8,5,1986,1986,0,1074,1074,1088,0,2,1,5,0,RFn,2,461,NA,NA,10,2007
1099,50,6000,NA,BrkSide,4,6,1936,1950,672,0,672,1324,0,3,1,6,0,Unf,1,240,NA,NA,7,2009
1100,20,11880,NA,NWAmes,7,5,1978,1978,704,567,1271,1601,0,3,1,7,1,RFn,2,478,NA,NA,4,2009
1101,30,8400,NA,SWISU,2,5,1920,1950,290,0,290,438,0,1,1,3,0,Unf,1,246,NA,NA,1,2009
1102,20,9758,NA,NAmes,5,5,1971,1971,412,251,950,950,0,3,1,5,0,Unf,1,280,NA,NA,7,2007
1103,20,7000,NA,NAmes,5,7,1960,2002,588,422,1010,1134,0,2,1,6,0,RFn,1,254,NA,NA,4,2007
1104,20,8910,NA,NAmes,6,6,1959,1959,655,0,655,1194,0,3,1,6,1,Fin,2,539,NA,NA,7,2006
1105,160,2016,NA,BrDale,5,5,1970,1970,0,630,630,1302,0,3,1,6,0,Unf,2,440,NA,NA,4,2007
1106,60,12256,NA,NoRidge,8,5,1994,1995,1032,431,1463,2622,1,3,1,9,2,RFn,2,712,NA,NA,4,2010
1107,20,10357,NA,SawyerW,7,5,1990,1991,738,172,910,1442,1,3,1,6,1,Fin,2,719,NA,NA,5,2007
1108,60,23257,NA,Gilbert,7,5,2006,2006,0,868,868,2021,0,3,1,9,1,RFn,2,422,NA,NA,9,2006
1109,60,8063,NA,Gilbert,6,5,2000,2000,0,924,924,1690,0,3,1,7,1,RFn,2,463,NA,NA,11,2007
1110,20,11362,NA,NridgHt,8,5,2004,2005,1039,797,1836,1836,1,3,1,7,1,Fin,3,862,NA,NA,3,2009
1111,60,8000,NA,Gilbert,6,5,1995,1996,219,554,773,1658,1,3,1,8,1,Fin,2,431,NA,NA,6,2008
1112,60,10480,NA,NWAmes,7,6,1976,1976,403,400,803,1964,0,4,1,8,1,RFn,2,483,NA,NA,9,2008
1113,20,7100,NA,NAmes,5,7,1957,1957,708,108,816,816,1,2,1,5,0,Unf,1,308,NA,NA,7,2006
1114,20,8923,NA,NAmes,5,7,1953,2006,643,365,1008,1008,1,2,1,6,0,Unf,1,240,NA,NA,5,2007
1115,20,5400,NA,OldTown,5,7,1954,2000,415,418,833,833,0,2,1,4,0,Unf,1,326,NA,NA,8,2006
1116,20,12085,NA,NridgHt,8,5,2007,2007,1004,730,1734,1734,1,3,1,7,1,RFn,3,928,NA,NA,11,2007
1117,80,7750,NA,Gilbert,8,5,2002,2002,353,55,408,1419,1,3,1,7,1,Fin,2,527,NA,NA,3,2009
1118,20,9764,NA,Sawyer,5,7,1967,2003,702,192,894,894,1,3,1,5,0,RFn,2,450,NA,NA,5,2008
1119,80,13825,NA,Sawyer,5,6,1958,1987,0,533,533,1601,0,3,1,6,0,RFn,1,300,NA,NA,12,2008
1120,20,7560,NA,NAmes,5,5,1959,1959,369,671,1040,1040,0,3,1,6,0,RFn,1,286,NA,NA,7,2006
1121,30,8263,NA,IDOTRR,6,5,1920,1950,0,1012,1012,1012,0,2,1,6,1,Unf,1,308,NA,NA,5,2007
1122,20,10084,NA,CollgCr,7,5,2005,2006,24,1528,1552,1552,0,3,1,7,0,RFn,3,782,NA,NA,7,2006
1123,20,8926,NA,Edwards,4,3,1956,1956,0,672,672,960,0,3,1,5,0,Unf,1,288,NA,NA,10,2009
1124,20,9405,NA,Edwards,5,9,1947,2008,0,698,698,698,0,2,1,4,0,NA,0,0,NA,NA,6,2009
1125,80,9125,NA,Gilbert,7,5,1992,1992,0,384,384,1482,0,3,1,7,1,Fin,2,392,NA,NA,7,2007
1126,20,10434,NA,NAmes,4,5,1955,1955,0,1005,1005,1005,0,2,1,5,1,Unf,2,672,NA,NA,11,2009
1127,120,3684,NA,Blmngtn,7,5,2007,2007,0,1373,1373,1555,0,2,1,7,1,Fin,3,660,NA,NA,6,2009
1128,20,14572,NA,Gilbert,7,5,2004,2004,1300,230,1530,1530,1,3,1,7,1,Fin,3,630,NA,NA,11,2007
1129,60,11796,NA,Gilbert,7,5,2004,2005,0,847,847,1959,0,4,1,8,1,Fin,2,434,NA,NA,7,2007
1130,90,7200,Grvl,OldTown,5,5,1980,1980,936,0,936,936,1,2,1,4,0,Unf,2,672,NA,NA,8,2007
1131,50,7804,NA,SWISU,4,3,1928,1950,622,500,1122,1981,1,4,1,7,2,Unf,2,576,NA,NA,12,2009
1132,20,10712,NA,Mitchel,5,5,1991,1992,212,762,974,974,0,3,1,5,0,NA,0,0,NA,NA,9,2007
1133,70,9900,NA,OldTown,6,4,1880,1950,0,1008,1008,2210,0,5,1,8,0,Unf,1,205,NA,NA,5,2007
1134,60,9828,NA,SawyerW,8,5,1995,1995,584,544,1128,2020,0,3,1,8,1,RFn,2,466,NA,NA,6,2009
1135,60,8773,NA,Gilbert,6,5,1997,1997,0,916,916,1600,0,3,1,7,1,Fin,2,460,NA,NA,8,2007
1136,30,6180,NA,BrkSide,6,5,1926,1950,0,960,960,986,0,2,1,5,1,Unf,1,180,NA,NA,5,2007
1137,50,9600,NA,NAmes,6,5,1950,1950,280,752,1032,1252,0,3,1,6,0,Unf,1,288,NA,NA,4,2008
1138,50,6342,NA,Sawyer,5,8,1875,1996,0,780,780,1020,0,2,1,6,0,NA,0,0,NA,NA,5,2010
1139,20,9819,NA,Mitchel,6,5,1977,1977,1567,0,1567,1567,1,2,1,5,2,RFn,2,714,NA,NA,5,2009
1140,30,8731,NA,BrkSide,5,5,1920,1950,645,270,915,1167,0,3,1,6,1,Unf,2,495,NA,NA,5,2007
1141,20,7350,NA,NAmes,5,7,1951,1951,852,100,952,952,1,2,1,4,0,Unf,2,840,NA,NA,6,2008
1142,60,10304,NA,NWAmes,5,7,1976,1976,381,399,780,1868,1,4,1,9,1,Unf,2,484,NA,NA,10,2009
1143,60,9965,NA,CollgCr,8,5,2006,2007,1150,316,1466,2828,1,4,1,11,1,RFn,3,1052,NA,NA,4,2007
1144,20,9000,NA,Sawyer,5,3,1959,1959,288,718,1006,1006,0,3,1,5,0,NA,0,0,NA,NA,7,2008
1145,190,12180,NA,Edwards,4,4,1941,1950,348,324,672,924,1,2,1,5,0,Unf,1,280,NA,NA,7,2010
1146,50,6240,NA,BrkSide,5,6,1928,1950,0,1042,1042,1576,0,3,1,8,1,Unf,1,225,NA,NA,8,2006
1147,20,11200,NA,SawyerW,6,5,1985,1985,1258,40,1298,1298,1,3,1,5,1,Unf,2,403,NA,NA,5,2006
1148,70,12000,NA,Crawfor,7,7,1941,1950,275,429,704,1564,0,3,1,7,1,Unf,1,234,NA,NA,7,2009
1149,50,5700,NA,OldTown,7,7,1926,1950,0,572,572,1111,0,2,1,5,1,Unf,1,288,NA,NA,8,2008
1150,70,9000,NA,OldTown,7,9,1920,1988,624,26,650,1482,0,3,1,7,0,Unf,2,324,NA,NA,7,2009
1151,20,8280,NA,NAmes,6,5,1950,1950,0,932,932,932,0,2,1,4,1,Unf,1,306,NA,NA,11,2007
1152,20,17755,NA,Edwards,5,4,1959,1959,176,1290,1466,1466,0,3,1,6,2,Fin,2,528,NA,NA,11,2006
1153,20,14115,NA,Crawfor,6,7,1956,2004,296,230,1073,1811,0,2,1,6,1,Fin,2,470,NA,NA,7,2006
1154,30,5890,NA,IDOTRR,6,8,1930,2007,538,278,816,816,0,2,1,5,0,Unf,1,432,NA,NA,6,2008
1155,60,13700,NA,NAmes,7,6,1965,1988,454,410,864,1820,0,4,1,8,2,Unf,2,492,NA,NA,5,2008
1156,20,10768,NA,Veenker,5,8,1976,2004,1157,280,1437,1437,1,3,1,6,1,RFn,2,528,NA,NA,7,2007
1157,80,9350,NA,NAmes,5,8,1965,1999,633,586,1219,1265,0,3,1,6,1,RFn,2,502,NA,NA,10,2008
1158,120,5001,NA,NridgHt,7,5,2007,2008,904,410,1314,1314,1,2,1,6,1,RFn,2,626,NA,NA,7,2009
1159,20,11932,NA,Somerst,8,5,2007,2008,0,1580,1580,1580,0,3,1,7,0,RFn,3,830,NA,NA,6,2008
1160,60,9120,NA,NWAmes,6,6,1974,1974,442,459,901,1876,0,4,1,8,1,RFn,2,540,NA,NA,7,2008
1161,160,2280,NA,NPkVill,6,5,1978,1978,311,544,855,1456,0,3,1,7,1,Unf,2,440,NA,NA,7,2010
1162,20,14778,NA,Crawfor,6,7,1954,2006,728,568,1296,1640,1,3,1,7,1,Unf,2,924,NA,NA,11,2008
1163,20,8724,NA,Sawyer,5,5,1968,1968,492,402,894,894,0,3,1,5,1,Fin,2,450,NA,NA,5,2007
1164,90,12900,NA,Sawyer,4,4,1969,1969,1198,0,1198,1258,2,0,2,6,0,Unf,2,400,NA,NA,1,2008
1165,80,16157,NA,Veenker,5,7,1978,1978,680,289,1360,1432,1,2,1,5,1,Unf,2,588,NA,NA,6,2007
1166,20,9541,NA,NridgHt,7,5,2009,2009,0,1502,1502,1502,0,3,1,7,0,RFn,2,644,NA,NA,9,2009
1167,20,10475,NA,CollgCr,8,5,2008,2008,0,1694,1694,1694,0,3,1,7,0,RFn,3,776,NA,NA,2,2010
1168,60,10852,NA,Gilbert,6,5,2000,2000,786,173,959,1671,1,3,1,7,1,Fin,2,472,NA,NA,2,2006
1169,70,13728,NA,Edwards,6,7,1935,1986,626,501,1127,2108,0,4,1,7,2,Unf,2,540,NA,NA,7,2008
1170,60,35760,NA,NoRidge,10,5,1995,1996,1387,543,1930,3627,1,4,1,10,1,Fin,3,807,NA,NA,7,2006
1171,80,9880,NA,Mitchel,6,6,1977,1977,522,574,1096,1118,1,3,1,6,1,Fin,1,358,Gd,NA,7,2008
1172,20,9120,NA,NAmes,6,6,1958,1958,662,599,1261,1261,1,3,1,6,1,RFn,2,433,NA,Shed,11,2008
1173,160,4017,Pave,Somerst,7,5,2006,2007,0,625,625,1250,0,2,1,5,0,Fin,2,625,NA,NA,3,2008
1174,50,18030,NA,ClearCr,5,6,1946,1994,152,977,1598,3086,0,3,1,12,1,NA,0,0,NA,NA,3,2007
1175,70,16560,NA,Crawfor,6,8,1932,1950,503,449,952,2345,0,4,1,9,1,Unf,2,360,NA,NA,7,2006
1176,50,10678,NA,NoRidge,8,5,1992,2000,700,983,1683,2872,0,4,1,9,1,Fin,2,541,NA,NA,4,2007
1177,20,6951,NA,Mitchel,5,5,1984,1985,658,218,876,923,1,3,1,5,0,Unf,1,264,NA,NA,10,2008
1178,50,3950,Grvl,OldTown,6,8,1926,2004,468,350,818,1224,0,3,1,5,0,Unf,1,210,NA,NA,12,2009
1179,50,7681,NA,Crawfor,5,6,1921,1950,0,731,731,1343,0,3,1,7,1,Unf,1,186,NA,NA,7,2009
1180,20,8335,NA,Edwards,5,5,1954,1954,0,0,0,1124,0,3,1,5,1,NA,0,0,NA,NA,4,2006
1181,60,11170,NA,Timber,7,5,1990,1991,1216,0,1216,2514,0,4,1,8,0,Fin,2,693,NA,NA,4,2006
1182,120,5587,NA,Crawfor,8,5,2008,2008,1480,120,1600,1652,1,2,1,5,1,Fin,2,482,NA,NA,11,2008
1183,60,15623,NA,NoRidge,10,5,1996,1996,2096,300,2396,4476,1,4,1,10,2,Fin,3,813,Ex,NA,7,2007
1184,30,10800,Grvl,OldTown,5,6,1920,1950,821,299,1120,1130,1,2,1,5,1,Unf,2,720,NA,NA,6,2006
1185,20,35133,NA,Timber,5,4,1963,1963,1159,413,1572,1572,1,3,1,5,2,RFn,3,995,NA,NA,5,2007
1186,50,9738,NA,Edwards,5,7,1924,1950,392,392,784,1221,1,4,1,7,0,Unf,1,392,NA,NA,3,2006
1187,190,10615,NA,OldTown,3,5,1900,1970,440,538,978,1699,1,3,2,7,0,Unf,2,420,NA,NA,8,2009
1188,20,12461,NA,NoRidge,8,5,1994,1995,1456,168,1624,1624,1,2,1,5,1,RFn,3,757,NA,NA,7,2006
1189,60,8935,NA,CollgCr,7,5,2002,2002,0,831,831,1660,0,3,1,7,0,RFn,2,493,NA,NA,7,2009
1190,60,7500,NA,Gilbert,7,5,1999,1999,0,994,994,1804,0,3,1,7,1,Fin,2,442,NA,NA,6,2010
1191,190,32463,NA,Mitchel,4,4,1961,1975,1159,90,1249,1622,1,3,1,7,1,Fin,4,1356,NA,NA,3,2007
1192,160,2645,Pave,Somerst,8,5,1999,2000,0,776,776,1441,0,2,1,5,0,Unf,2,492,NA,NA,11,2007
1193,50,9600,Grvl,OldTown,5,8,1925,1994,0,702,702,1472,0,3,1,6,0,Unf,1,250,NA,NA,7,2007
1194,120,4500,NA,Mitchel,6,5,1999,1999,883,341,1224,1224,1,2,1,5,0,Fin,2,402,NA,NA,6,2009
1195,60,9364,NA,Sawyer,6,7,1969,1969,371,292,663,1352,0,4,1,7,0,Fin,1,299,NA,NA,3,2010
1196,60,8029,NA,Gilbert,6,5,2005,2005,0,728,728,1456,0,3,1,8,0,Fin,2,400,NA,NA,7,2008
1197,60,14054,NA,Gilbert,7,5,2006,2006,0,879,879,1863,0,4,1,9,1,Fin,3,660,NA,NA,11,2006
1198,75,8850,NA,OldTown,7,6,1916,1950,0,815,815,1690,0,3,1,7,1,Unf,1,225,NA,NA,7,2006
1199,20,9100,NA,CollgCr,7,5,2001,2001,0,1212,1212,1212,0,3,1,6,0,RFn,2,573,NA,NA,6,2009
1200,20,11235,NA,Sawyer,4,5,1963,1979,547,504,1051,1382,0,3,1,6,1,Unf,2,459,NA,NA,10,2006
1201,20,9353,NA,NAmes,4,5,1970,1970,0,864,864,864,0,3,1,5,0,Unf,1,280,NA,Shed,7,2006
1202,60,10400,NA,CollgCr,7,5,1998,1998,0,866,866,1779,0,3,1,6,0,RFn,2,546,NA,NA,3,2009
1203,50,6000,NA,BrkSide,5,8,1925,1997,0,884,884,1348,1,3,1,5,1,Unf,1,216,NA,NA,5,2009
1204,20,9750,NA,CollgCr,7,5,2000,2001,0,1630,1630,1630,0,3,1,6,1,Unf,2,451,NA,NA,10,2009
1205,20,10140,NA,NWAmes,5,6,1975,1975,788,268,1056,1074,1,3,1,6,0,RFn,2,495,NA,NA,7,2006
1206,20,14684,NA,SawyerW,7,7,1990,1991,485,1496,2158,2196,0,3,1,7,1,RFn,3,701,NA,NA,6,2009
1207,20,8900,NA,SawyerW,4,4,1966,1966,1056,0,1056,1056,1,2,1,5,0,Unf,1,384,NA,NA,11,2006
1208,20,9135,NA,CollgCr,6,5,2003,2003,340,1342,1682,1700,1,3,1,7,0,RFn,2,544,NA,NA,5,2006
1209,20,7763,NA,NAmes,5,7,1962,1980,504,319,931,1283,1,3,1,6,0,Unf,2,506,NA,NA,10,2008
1210,20,10182,NA,Somerst,8,5,2006,2006,1220,440,1660,1660,1,3,1,8,1,RFn,2,500,NA,NA,5,2006
1211,60,11218,NA,SawyerW,6,5,1992,1992,0,1055,1055,1845,0,3,1,8,1,RFn,2,462,NA,Shed,5,2010
1212,50,12134,NA,Gilbert,8,7,1988,2005,427,132,559,1752,0,4,1,8,0,RFn,2,492,NA,NA,6,2010
1213,30,9340,NA,Edwards,4,6,1941,1950,344,328,672,672,1,2,1,4,0,Unf,1,234,NA,NA,8,2009
1214,80,10246,NA,Sawyer,4,9,1965,2001,648,0,648,960,1,0,1,3,0,Unf,1,364,NA,NA,5,2006
1215,85,10205,NA,NAmes,5,5,1962,1962,784,141,925,999,1,3,1,6,0,Unf,1,300,NA,NA,5,2006
1216,20,7094,NA,Sawyer,5,5,1966,1966,180,340,894,894,0,3,1,5,0,RFn,1,384,NA,NA,5,2007
1217,90,8930,NA,Sawyer,6,5,1978,1978,0,0,0,1902,0,4,2,8,0,Unf,2,539,NA,NA,4,2010
1218,20,8640,NA,Somerst,8,5,2009,2009,936,364,1300,1314,1,3,1,6,0,RFn,2,552,NA,NA,9,2009
1219,50,6240,NA,BrkSide,4,5,1947,1950,0,0,0,912,0,2,1,3,0,NA,0,0,NA,NA,7,2006
1220,160,1680,NA,BrDale,6,5,1971,1971,0,672,672,1218,0,3,1,7,0,NA,0,0,NA,NA,4,2006
1221,20,7800,NA,NAmes,5,5,1964,1964,312,0,912,912,0,2,1,5,0,Unf,1,288,NA,NA,11,2006
1222,20,8250,NA,Sawyer,5,5,1968,1968,250,210,952,1211,0,3,1,5,1,Unf,1,322,NA,NA,8,2008
1223,50,10496,NA,NAmes,6,6,1949,1950,196,844,1040,1846,0,3,1,7,1,Unf,1,315,NA,NA,1,2007
1224,20,10680,NA,NAmes,5,3,1951,1951,756,1380,2136,2136,0,4,1,7,0,Unf,2,528,NA,NA,10,2006
1225,60,15384,NA,Gilbert,7,5,2004,2005,724,64,788,1490,1,3,1,8,1,Fin,2,388,NA,NA,2,2008
1226,80,10482,NA,NAmes,6,8,1958,1958,507,81,588,1138,0,3,1,6,0,RFn,1,264,NA,NA,6,2007
1227,60,14598,NA,Somerst,6,5,2007,2007,0,894,894,1933,0,4,1,9,1,Fin,3,668,NA,NA,1,2008
1228,20,8872,NA,NAmes,5,8,1965,2008,595,317,912,912,1,2,1,5,0,Unf,2,576,NA,NA,12,2008
1229,120,8769,NA,NridgHt,9,5,2008,2008,1540,162,1702,1702,1,1,1,7,1,Fin,3,1052,NA,NA,10,2008
1230,80,7910,NA,NAmes,5,5,1960,1960,666,409,1075,1507,0,4,1,7,0,Unf,1,404,NA,NA,8,2008
1231,90,18890,NA,Sawyer,5,5,1977,1977,498,652,1361,2620,0,4,2,12,1,RFn,2,600,NA,Gar2,8,2007
1232,90,7728,NA,NAmes,5,6,1962,1962,803,303,1106,1190,1,3,1,6,0,Unf,2,540,NA,NA,5,2006
1233,90,9842,NA,NAmes,4,5,1962,1962,0,0,0,1224,0,2,2,6,0,Unf,2,462,NA,NA,3,2007
1234,20,12160,NA,NAmes,5,5,1959,1959,1000,188,1188,1188,1,3,1,6,0,RFn,2,531,NA,NA,5,2010
1235,70,8525,NA,SWISU,5,6,1911,1950,0,940,940,1964,0,4,1,7,0,NA,0,0,NA,NA,11,2008
1236,70,13132,NA,Crawfor,5,5,1914,1950,0,747,747,1784,0,4,1,9,0,Unf,1,180,NA,NA,7,2006
1237,160,2628,NA,NridgHt,7,5,2003,2003,0,764,764,1626,0,2,1,6,0,RFn,2,474,NA,NA,6,2010
1238,60,12393,NA,CollgCr,7,5,2004,2005,0,847,847,1948,0,4,1,8,1,Fin,2,434,NA,NA,9,2006
1239,20,13072,NA,SawyerW,6,5,2005,2005,0,1141,1141,1141,0,3,1,6,0,Unf,2,484,NA,NA,3,2006
1240,20,9037,NA,Timber,8,5,2006,2006,428,1048,1476,1484,0,2,1,6,1,RFn,2,472,NA,NA,12,2007
1241,60,8158,NA,CollgCr,7,5,2003,2003,550,334,884,1768,1,3,1,8,0,RFn,2,543,NA,NA,7,2008
1242,20,9849,NA,Somerst,7,6,2007,2007,0,1689,1689,1689,0,3,1,7,0,RFn,3,954,NA,NA,6,2007
1243,85,10625,NA,NWAmes,7,6,1974,1974,885,0,1053,1173,1,3,1,6,2,RFn,2,528,NA,NA,1,2010
1244,20,13891,NA,NridgHt,10,5,2006,2006,1386,690,2076,2076,1,2,1,7,1,Fin,3,850,NA,NA,9,2006
1245,70,11435,NA,Crawfor,8,7,1929,1950,0,792,792,1517,0,3,1,7,2,Unf,2,400,NA,NA,6,2006
1246,80,12090,NA,NWAmes,6,7,1984,2003,0,585,585,1868,0,3,1,7,1,Fin,2,477,NA,NA,1,2007
1247,60,8125,NA,Somerst,7,5,2005,2006,0,756,756,1553,0,3,1,6,0,RFn,2,615,NA,NA,3,2006
1248,80,12328,NA,Mitchel,6,5,1976,1976,539,473,1012,1034,1,3,1,6,0,Unf,3,888,NA,NA,5,2010
1249,75,9600,Grvl,OldTown,6,5,1917,1950,319,416,735,2058,0,3,1,8,1,Unf,2,396,NA,NA,4,2008
1250,20,7200,NA,NAmes,5,7,1950,1950,534,246,876,988,0,3,1,6,0,Unf,1,276,NA,NA,5,2007
1251,20,11160,NA,NAmes,7,5,1968,1968,1065,1045,2110,2110,1,3,1,8,2,Fin,2,522,NA,NA,4,2010
1252,120,3136,NA,NridgHt,7,5,2003,2003,0,1405,1405,1405,0,2,1,6,1,RFn,2,478,NA,NA,3,2006
1253,20,9858,NA,Mitchel,5,6,1968,1968,510,354,864,874,1,3,1,5,0,RFn,1,288,NA,Shed,11,2009
1254,60,17542,NA,Veenker,7,7,1974,2003,125,36,1192,2167,1,3,1,9,2,RFn,2,518,NA,NA,7,2007
1255,60,6931,NA,Edwards,7,5,2003,2004,0,746,746,1656,0,3,1,7,1,Fin,2,397,NA,NA,7,2008
1256,50,6240,NA,BrkSide,6,6,1931,1950,425,459,884,1367,0,3,1,6,1,Unf,1,560,NA,NA,11,2007
1257,20,14303,NA,NoRidge,8,5,1994,1994,1314,672,1986,1987,1,2,1,7,1,Fin,2,691,NA,NA,8,2008
1258,30,4060,NA,Edwards,5,8,1922,1950,0,864,864,864,0,2,1,4,0,NA,0,0,NA,NA,7,2009
1259,80,9587,NA,Gilbert,7,5,2005,2005,655,201,856,1166,1,2,1,5,0,Fin,2,400,NA,NA,7,2008
1260,20,9750,NA,NAmes,6,8,1969,1969,602,14,1054,1054,1,3,1,6,0,Unf,2,460,NA,NA,7,2008
1261,60,24682,NA,Gilbert,6,5,1999,1999,0,841,841,1675,0,3,1,7,1,Fin,2,502,NA,NA,6,2009
1262,20,9600,NA,NAmes,5,6,1956,1956,504,546,1050,1050,0,2,1,5,0,Unf,1,338,NA,NA,6,2009
1263,50,11250,NA,ClearCr,4,5,1957,1989,0,1104,1104,1788,1,5,1,8,2,Unf,1,304,NA,NA,11,2009
1264,70,13515,Pave,BrkSide,6,6,1919,1950,0,764,764,1824,0,3,1,8,1,Unf,2,520,NA,NA,7,2007
1265,120,4060,NA,NAmes,6,5,1998,1999,266,1139,1405,1337,1,2,1,5,0,Fin,2,511,NA,NA,8,2008
1266,160,3735,NA,Somerst,7,5,1999,1999,450,241,691,1452,1,3,1,6,0,Unf,2,506,NA,NA,3,2006
1267,190,10120,NA,OldTown,7,4,1910,1950,0,925,925,1889,0,4,2,9,1,Unf,1,308,NA,NA,1,2007
1268,20,13214,NA,Timber,9,5,2008,2009,0,2002,2002,2018,0,3,1,10,1,Fin,3,746,NA,NA,5,2010
1269,50,14100,NA,Crawfor,8,9,1935,1997,192,536,728,3447,0,4,1,11,2,Unf,3,1014,NA,NA,5,2008
1270,50,11344,NA,NAmes,5,5,1958,1958,460,414,874,1524,0,3,1,7,0,Unf,1,315,NA,NA,7,2007
1271,40,23595,NA,ClearCr,7,6,1979,1979,1258,74,1332,1524,2,0,1,4,1,Fin,2,586,NA,NA,4,2010
1272,20,9156,NA,NWAmes,6,7,1968,1968,0,1489,1489,1489,0,3,1,7,1,RFn,2,462,NA,NA,8,2009
1273,20,13526,NA,Sawyer,5,6,1965,1965,560,0,935,935,1,3,1,5,0,Unf,1,288,NA,NA,11,2006
1274,80,11512,NA,Edwards,6,7,1959,2006,719,300,1019,1357,1,2,1,5,1,RFn,1,312,NA,NA,5,2008
1275,50,5362,NA,Crawfor,5,6,1910,2003,0,661,661,1250,0,3,1,8,1,Unf,2,552,NA,NA,11,2007
1276,90,11345,NA,NAmes,5,5,1948,1950,220,708,928,1920,0,4,2,10,0,Unf,2,400,NA,NA,7,2007
1277,60,12936,NA,NWAmes,6,6,1972,1972,593,130,723,1395,0,3,1,6,1,Unf,2,497,NA,NA,12,2009
1278,80,17871,NA,NWAmes,6,5,1967,1976,528,1152,1680,1724,1,3,1,7,1,RFn,2,480,NA,NA,6,2009
